word,dsocial science,dengineering,dmedicine,d-lifescience
SA,0,0,1,0
Verticality,1,0,0,0
MDMA (3,0,0,0,0
Nuclear tumour grading,0,1,0,0
Rolandic spikes,1,0,0,0
Depressive symptomatology,0,0,1,0
Smoker,0,1,0,0
Sp,0,0,1,0
Attention.,0,0,1,0
Human milk fortification,0,1,0,0
RL/RI-16 items,0,0,1,0
Visual vigilance,0,1,0,0
Corrugator activity,0,0,1,0
Ratio preferences,0,0,1,0
Transcranial alternating current stimulation,1,0,0,0
Outcomes of high-risk infants,0,0,1,0
Facial emotion identification,1,0,0,0
Audiovisual interactions,1,0,0,0
MRI volumetry,1,0,0,0
Accelerated forgetting,0,0,1,0
Geomatics,0,1,0,0
ape-human comparisons,0,1,0,0
Employment duration,1,0,0,0
Ordinal rule,0,0,1,0
Language grounding,0,0,1,0
Region-of-interest analysis,0,1,0,0
Gyrus cinguli,1,0,0,0
resting-state fMRI,0,1,0,0
80 years and over,0,0,1,0
Patient,0,1,0,0
Bradykinesia,0,0,1,0
BVMT-R,0,0,1,0
Impressions of necessity,1,0,0,0
Supplement",0,0,0,0
Associative symmetry,1,0,0,0
Ordinal numerical knowledge,1,0,0,0
Room-tilt illusion,0,0,0,1
Semi-institutions,0,0,1,0
Action knowledge,1,0,0,0
Steroid,1,0,0,0
Temporal attention,0,1,0,0
Environmental hazard,1,0,0,0
Memory complaint,0,0,1,0
Inter-subject registration,0,0,1,0
Perceptual content,0,0,1,0
Inversion superiority,0,0,1,0
qualitative research,0,1,0,0
Action verb,0,0,0,1
Cognitive conjunction,1,0,0,0
Eloquent circuits,0,1,0,0
mitochondria,0,0,1,0
Magnocellular processing,0,1,0,0
Working memory maintenance,0,1,0,0
Mental state decoding,0,1,0,0
Temazepam,1,0,0,0
Benign partial epilepsy,0,0,1,0
Leukaemia,0,1,0,0
Lingual,0,1,0,0
Attractive alternatives,1,0,0,0
Reversible sentences,0,1,0,0
Incongruous cues,0,0,1,0
power of potentials,1,0,0,0
Slow oscillation,1,0,0,0
Neurocognitive binding,1,0,0,0
Auditory stroop,0,1,0,0
Tupu-cognition,0,0,1,0
Space familiarity,0,1,0,0
Vision function,0,0,1,0
Psychosis in Parkinson,0,1,0,0
Alcohol sensitivity,1,0,0,0
Limb apraxia,0,1,0,0
Naive theory of vision,1,0,0,0
Problem Solving/Decision Making,0,0,1,0
Decentering,0,1,0,0
BCI illiteracy,1,0,0,0
response category width,1,0,0,0
Methyl anthranilate,1,0,0,0
novel apparatus,0,0,1,0
Spatial grouping,0,0,0,1
operant conditioning,0,0,0,1
Dopamine dmedicine receptor,0,1,0,0
biomedical engineering,0,0,1,0
Hoehn & Yahr stage,0,0,1,0
conditioned emotional response,0,0,1,0
Virtual space,1,0,0,0
Artificial vision,0,1,0,0
Competitive relationship,0,0,1,0
Photovoice,1,0,0,0
Digit-color synesthesia,0,0,1,0
Minerals,0,0,1,0
Time-frequency,1,0,0,0
Hydroxyzine,0,0,1,0
Atrial fibrillation,0,0,0,1
Ice hockey,0,1,0,0
ACTH,1,0,0,0
Within-subjects,0,0,1,0
Emotion-mirroring,0,0,1,0
Inverse efficiency,0,0,1,0
dynamic cues,0,1,0,0
ToT-phenomenons,0,1,0,0
location negative priming,1,0,0,0
Valproic acid,0,1,0,0
Inter-stimulus interval,0,1,0,0
Melia,0,0,0,1
Mechanism of amyloid removal in patients with Alzheimer disease treated with gantenerumab (2012) Arch Neurol,1,0,0,0
Direction aftereffect,0,1,0,0
Filling-in,0,1,0,0
Multiplication,1,0,0,0
Developmental Dyscalculia,0,1,0,0
brain connectivity,0,0,1,0
Top-down facilitation,1,0,0,0
Eidetic imagery,1,0,0,0
Older patients,1,0,0,0
Social activity,0,0,1,0
Voice quality,0,0,1,0
Cultural psychology,0,0,1,0
Gases,0,0,1,0
age of acquisition,0,0,1,0
Primary hyperparathyroidism,0,1,0,0
Neuroendocrine systems,0,1,0,0
Visual grasp reflex,0,0,1,0
Adult Parkinson,0,0,1,0
Genetic diagnosis,0,0,1,0
Attractive images,0,1,0,0
Multi-sensory stimulation (MSS),0,0,1,0
radial maze,0,1,0,0
Fagan Test of Infant Intelligence,1,0,0,0
Neural coding,1,0,0,0
monounsaturated fat intake,0,0,1,0
Neuropsychological Evaluation,1,0,0,0
Childhood cancer,0,0,1,0
In-vehicle technology,0,1,0,0
Higher vestibular functions,0,0,0,1
metric,1,0,0,0
Left fronto-parietal areas,0,0,1,0
PowerPoint,0,0,0,1
Selective stop signal task,0,1,0,0
Late-life depression,0,0,1,0
Speech processing,1,0,0,0
Steroids,0,1,0,0
G-protein-coupled receptor 30,0,0,1,0
effet de familiarité,0,1,0,0
P50 suppression,0,0,1,0
C957T polymorphism,1,0,0,0
Visual dominance,0,0,1,0
Cerebellar Cognitive Affective Syndrome,0,1,0,0
Directed attention,0,0,1,0
sequence learning,0,1,0,0
long-term potentiation,0,0,1,0
Antisocial behavior,0,0,1,0
Maze leasing,1,0,0,0
Walking ability,0,0,0,1
Nucleus reuniens,0,1,0,0
vasospasm,0,1,0,0
sparseness,0,0,1,0
Malaysia,0,0,1,0
Post-treatment lyme disease syndrome,0,0,1,0
R/1,0,0,1,0
Unit-decade compatibility,0,0,0,1
Symphalangus,0,0,1,0
Unpleasant stimuli,0,1,0,0
Executive control function,0,0,1,0
MDS-UPDRS,0,0,0,1
Org 25935,0,1,0,0
Caregiver interaction,0,0,1,0
Cluster analyses,0,0,0,1
Fourier-Independent Component Analysis,0,1,0,0
Performance slowing,1,0,0,0
EMF,0,0,1,0
Spatial relation,0,0,1,0
Behavioural conflict resolution,1,0,0,0
H3 receptor,0,0,1,0
Intellectual,1,0,0,0
Brain organization,0,1,0,0
Brodmann area 6,1,0,0,0
Ganglion cells,0,0,1,0
Beta Gamma,0,0,1,0
Maternal interaction style,0,0,1,0
Lunate sulcus,0,0,0,1
Point cluster,0,1,0,0
Awake,0,0,1,0
Quantum neuroscience,0,0,1,0
Letter-speech sound pairs,0,0,1,0
Visual-evoked response,0,0,0,1
Woman,1,0,0,0
Risk factors delirium,1,0,0,0
Acute exposure,0,1,0,0
Associativity,1,0,0,0
Self-reported memory,0,0,1,0
Web,0,0,1,0
Enactive perception,0,1,0,0
Refrontal cortex,1,0,0,0
Phénotype,0,1,0,0
postconcussive syndrome,1,0,0,0
Representativeness,0,0,1,0
IN-SPIRE,0,1,0,0
Clioquinol,0,0,1,0
Cognitive penetrability,0,0,0,1
Sciuridae,0,1,0,0
Posterior atrophy,0,1,0,0
rank order cells,0,1,0,0
Serotonin antagonists,0,0,0,1
Expert system,0,1,0,0
Behavioral disturbances,0,1,0,0
Nonspatial cognition,0,0,1,0
Priming of pop out,0,1,0,0
Diachronic thinking,0,0,1,0
Medical errors,0,0,1,0
Neurocognitive endophenotype,0,1,0,0
Semantic dissonance,0,0,1,0
Spinocerebellar ataxia type 3,1,0,0,0
Implicit approach,0,0,1,0
Perceptual-cognitive skill,1,0,0,0
Grooming,0,0,1,0
child abuse,0,0,1,0
Response,0,1,0,0
Point light display,0,0,1,0
Antihypertensive drugs,0,1,0,0
Mid-life risk factors,0,0,1,0
Semi-parametric models,1,0,0,0
Cognitive processing of currency,0,0,0,1
Driving experience,0,0,0,1
Suicide,0,0,1,0
Perspective changes,0,0,1,0
clinical subtypes,0,0,1,0
Rotational displacement,0,1,0,0
Modularity of perception,0,0,0,1
Snake fear,0,0,1,0
Emotional neural networks,0,1,0,0
Background subtraction,0,1,0,0
Nighttime,1,0,0,0
Orientation agnosia,1,0,0,0
Shift work sleep disorder,1,0,0,0
Bayesian model averaging,1,0,0,0
Sternberg-Wagner Self-assessment inventory,1,0,0,0
naming,0,1,0,0
Mental Rotation,0,0,1,0
Oxygen administration,0,0,1,0
Transfer of training,0,0,0,1
Hierarchical level,0,0,1,0
Gamma-band activity (GBA),0,0,1,0
Audio-visual correspondences,0,0,1,0
Theory of embodied cognition,0,0,1,0
Perturbation,0,0,1,0
Color-word-Stroop task,1,0,0,0
Visual-spatial tasks,1,0,0,0
Prolonged physiological activity,0,0,1,0
Conceptual change,0,0,0,1
Apolipoprotein E genotype,0,0,1,0
Tumour location,0,0,0,1
inversion,0,0,1,0
Borderline IQ,0,0,1,0
premorbid intelligence,0,0,1,0
Principle component analysis,0,1,0,0
Resource-sharing,0,0,0,1
Food caching,0,1,0,0
A?42,0,0,0,1
RD,0,0,1,0
Trajectories,0,0,1,0
Auditory agnosia,0,0,1,0
Use,1,0,0,0
Biochemistry,0,1,0,0
Community-dwelling elderly,0,0,1,0
perception and action,0,0,1,0
SCN1A,0,0,0,1
Cross-media retrieval,0,0,1,0
Vertex positive potential,0,1,0,0
Radix,0,0,1,0
road testing,0,0,0,1
Receptor binding,0,0,1,0
Food-specific satiety,1,0,0,0
birdsong,0,0,0,1
Visual judgment,0,1,0,0
Burden,1,0,0,0
Rebel,0,1,0,0
Subjective cognitive decline,0,1,0,0
Orientation identification,0,0,1,0
Spreading activation,0,0,1,0
Frontal lobe dementia,1,0,0,0
ERD,0,0,1,0
Usability engineering,1,0,0,0
ERS,0,0,1,0
fear of pain,0,0,0,1
Centrifuge,0,0,1,0
first-episode schizophrenia,0,1,0,0
Connectionist learning systems,0,0,0,1
Neural network model,0,0,1,0
Sense of control,0,1,0,0
Time-frequency decomposition,1,0,0,0
Human faculty of language,0,0,0,1
Neurotrophic factors,0,0,1,0
Amygdala laterality,1,0,0,0
Frontoparietal,0,0,0,1
cognitive cost,0,0,1,0
Mass screening,0,0,1,0
Sitting position,0,0,1,0
Gratton effect,0,1,0,0
Cognitive structure,0,0,1,0
Parent-child relation,0,0,1,0
Surface-based methods,0,0,1,0
Gut hormones,0,1,0,0
CVI,0,1,0,0
Global and local perception,0,0,1,0
English,0,0,1,0
Extraventricular neurocytoma,0,0,1,0
B complex,1,0,0,0
Possible and impossible figures,0,0,0,1
Hypothetical scenarios,0,0,1,0
Social deficit,0,0,1,0
cognitive behavioural therapy,0,1,0,0
Solifenacin,0,0,1,0
Approach avoidance task,0,0,1,0
High-density electrical neuroimaging,0,0,0,1
Causal models,1,0,0,0
grounded cognition,0,1,0,0
Functional hemisphere dominance,0,1,0,0
Glocalization,0,0,1,0
cholinergic pathway,0,0,1,0
long-term facility,0,0,0,1
Dementia in Parkinson's disease,0,0,1,0
Parietal dysfunction,1,0,0,0
varenicline,0,1,0,0
correlation analysis,1,0,0,0
synapses,0,1,0,0
Nonturner,0,1,0,0
Containment,0,0,1,0
Papez circuit,0,1,0,0
Internal forward models,0,1,0,0
Chicken,0,0,0,1
Authenticity,0,1,0,0
Displays,0,0,1,0
Everyday cognition,0,1,0,0
Audio Visual Stimulation,0,0,1,0
Response stereotypy,0,0,1,0
Visual disruption,1,0,0,0
GESTALT,1,0,0,0
Small-group learning,0,1,0,0
Single rising doses,0,1,0,0
Port Pirie Cohort study,0,0,1,0
Neoplasm metastasis,0,0,0,1
professional competence,0,0,1,0
Visually-guided action,0,0,1,0
Adaptive Control of Thought-Rational,0,1,0,0
Neuronal network,0,0,1,0
Social adaptation,0,1,0,0
Latent process,1,0,0,0
Fluorodeoxyglucose,0,1,0,0
ERRC,0,0,1,0
Food texture,0,1,0,0
Intracranial ECoG recording,0,1,0,0
MP3,0,1,0,0
Environmental intervention,0,1,0,0
NOS1 gene,0,1,0,0
Spike detection,0,0,1,0
Blast,0,0,0,1
Ankylosing spondylitis,0,1,0,0
Hyperbaric oxygen,0,0,1,0
Composite face effect,1,0,0,0
Anti-reach,0,0,1,0
RNA-binding proteins,0,0,1,0
Central attention,1,0,0,0
Radner reading acuity test,0,1,0,0
Inter-modal oddball task,1,0,0,0
Hydrocarbon solvents,0,1,0,0
shooting cognition,1,0,0,0
Unfamiliar objects,0,0,0,1
Hypoxia following cardiac arrest,0,1,0,0
(FFA) the fusiform face area,0,0,1,0
default network,0,0,1,0
Picture perception,0,1,0,0
Gyrus,0,0,1,0
Visual asymmetry,0,1,0,0
Case marking,0,0,1,0
visual P1,1,0,0,0
Effector,0,0,1,0
Fast-acting compression,0,0,0,1
Interindividual variability,0,0,0,1
immune deficiency,0,1,0,0
Photographic appraisal,0,0,1,0
School children,0,0,0,1
Qualitative analysis,0,0,1,0
Self recognition,0,1,0,0
Quantum probability,0,0,1,0
Visuo-limbic circuit,0,0,1,0
volumetric,0,1,0,0
Numerals,1,0,0,0
neurocutaneous syndrome,0,0,1,0
Cambodia,0,0,1,0
Molecular diagnosis,0,0,0,1
IDH mutation,0,0,1,0
High-altitude migrants,0,0,1,0
graphic design tools,0,0,1,0
S-Ketamine,1,0,0,0
Learning outcomes,0,0,1,0
Spontaneous ongoing activity,0,1,0,0
Sensorimotor stroke,0,0,1,0
Visuoperceptive,0,0,0,1
Probability assessment,0,1,0,0
Body inversion effect,0,0,0,1
Visual signaling,0,1,0,0
Color temperature,0,0,1,0
Classroom,0,0,1,0
Lower extremity function,0,0,1,0
Electronic gaming machine,0,0,1,0
Sleep inertia,0,0,1,0
CVA,0,0,0,1
FMR1,0,0,1,0
Convention,1,0,0,0
emotional expressivity,1,0,0,0
Animal perception,0,1,0,0
Depersonalization debate,0,1,0,0
Serial testing,0,1,0,0
human visual perception,0,0,1,0
cross-talk,0,1,0,0
belief flexibility,0,1,0,0
Visual isolation,0,0,1,0
Space fog,0,0,1,0
transposition of great vessels,0,0,0,1
Elections,0,0,1,0
Infant sibling,0,0,1,0
Emotion-recognition deficits,0,0,1,0
Level-set method,0,0,1,0
Stimulus diversity,0,1,0,0
Nonverbal cognitive ability,0,1,0,0
Immediate serial recall,0,1,0,0
Dual-regression,0,0,1,0
Escape drinking,0,1,0,0
Cognition verbs,1,0,0,0
Permanent night work,1,0,0,0
restoration,0,0,1,0
Variable directional error,1,0,0,0
Collinearity,0,0,1,0
Thin slice perception,1,0,0,0
Alphabetic knowledge,0,0,1,0
Aging Street-crossing,0,0,1,0
Cognitive preferences,1,0,0,0
Deaf people,1,0,0,0
Renal disease,1,0,0,0
Modality-specific attention,0,0,1,0
cooperation,0,0,1,0
Computer-assisted instruction,0,0,1,0
three-axis maze,1,0,0,0
Shift-work sleep disorder,1,0,0,0
Chronic lower back pain,0,0,1,0
Developmental disregard,0,0,1,0
Empirical validation,0,0,0,1
Visual spatial learning,0,1,0,0
Theory of world,1,0,0,0
(minimal) traumatic brain injury (mTBI),0,1,0,0
TBI Index,0,0,1,0
Neocortical cell density,1,0,0,0
Urban population,0,1,0,0
Agent,0,1,0,0
Visual disability,0,0,1,0
Postcards,0,0,0,1
Real-time,0,1,0,0
Components of attention,0,1,0,0
Photography,0,0,1,0
Intertemporal choice,0,0,1,0
Ventral Stream,1,0,0,0
Form recognition performance,0,1,0,0
Bodily threat,0,0,1,0
Orientation alignment,0,0,1,0
Event-related potentials linguistic relativity,0,0,1,0
Blast-related brain injury,0,0,1,0
Self-propulsion,0,1,0,0
Numbing,0,1,0,0
Familiar faces,0,1,0,0
Temporal lobes,0,0,1,0
Donor human milk,0,1,0,0
Pharmacoresistant epilepsy,0,1,0,0
Visual object cognition,0,1,0,0
Real-world scene viewing,0,0,1,0
5-HT7 receptor,1,0,0,0
Violin playing,0,0,1,0
Psycho-physiological interaction,0,0,1,0
Clockwise and counterclockwise rotations,0,0,1,0
Information layout,0,0,1,0
Behavioral tests,0,0,0,1
Qualitative scoring,0,0,1,0
Visual platform water maze,0,1,0,0
Simultaneous visual discrimination,0,0,1,0
Computer-aided innovation,0,1,0,0
Rapid Visual Information Processing,1,0,0,0
Patient preferences,0,0,1,0
Cardiac autonomic dysfunction,1,0,0,0
Object-animal categorization,0,0,1,0
Pro-active interference,0,0,1,0
parental smoking,1,0,0,0
Fronto-striatal,0,1,0,0
Endogenous control,0,0,0,1
Spatial distance,0,0,1,0
Eye-hand span,0,0,1,0
Virtual reality (VR),0,0,1,0
Attentional probe,0,0,1,0
Nonverbal cues,0,0,1,0
Tactile display,0,0,0,1
mobility disability,0,0,1,0
transferability,0,0,1,0
Embedding,0,0,1,0
Interference effect,0,0,0,1
Emotional bias,0,0,1,0
Scalar implicature,0,0,1,0
Pediatric-onset multiple sclerosis,0,1,0,0
First impression,1,0,0,0
"Concussion,0,0,0,0
Nonlinear layout,0,0,1,0
neuropsychological injury,1,0,0,0
Hippocampus dysfunction,1,0,0,0
cartography,0,1,0,0
Spontaneous perspective taking,0,0,1,0
Illusory conjunctions,0,1,0,0
Cognitive deterioration,0,0,1,0
Endogenous orienting,0,0,0,1
Middle age,0,1,0,0
Mental entanglement,1,0,0,0
Early bilingualism,1,0,0,0
Vulvodynia,1,0,0,0
Theory of computation,0,1,0,0
DHEAS,0,0,1,0
Visuo-spatial perspective taking,0,0,0,1
Absolute time,0,0,1,0
Organist,0,0,1,0
Craniectomy,0,0,1,0
Mental effort,0,0,1,0
NAP (davunetide),0,0,1,0
naturalistic decision making,0,0,1,0
Population based.,0,0,1,0
Construal level theory,0,0,1,0
reactive inhibition,0,1,0,0
Probabilistic independent component analysis,0,0,1,0
Number knowledge,0,1,0,0
Non-invasive brain stimulation (NIBS),0,0,1,0
Voltage sensitive dyes,1,0,0,0
Enhanced perceptual processing,0,0,1,0
22q11.2 Deletion syndrome,0,0,1,0
Form and shape perception,0,1,0,0
Embodied simulation,0,0,0,1
computer simulation,1,0,0,0
Perception-Action coupling,0,0,1,0
Mind Machines,0,0,1,0
Interpretive community,0,0,1,0
Response inhibition training,1,0,0,0
medical treatment,0,0,1,0
DESIRE,0,1,0,0
Environmental preference,0,1,0,0
WRAP,0,1,0,0
House pictures,1,0,0,0
perception & psychophysics",0,0,0,0
5-I-A-85380-SPECT,0,0,1,0
Divisive normalization,0,1,0,0
Intravenous sedation,0,0,1,0
Parallel,0,0,0,1
Leukomalacia,0,0,0,0
Form processing,0,0,1,0
Engage,0,0,1,0
Gaze behaviour,0,1,0,0
Flirtatiousness,0,0,1,0
scale cognition,1,0,0,0
Commonality in factor structure,0,1,0,0
FmRI compatibility,0,0,0,1
Workingmemory,0,0,0,1
Theta-synchronization,0,0,1,0
Data-driven analysis,1,0,0,0
Nervous system,0,0,1,0
Diagrammatic representation,0,1,0,0
Out of body,0,0,1,0
Screening mental status,0,1,0,0
Text-to-sketch,1,0,0,0
human electroencephalogram,0,1,0,0
Retrospective processing,0,1,0,0
Fearful emotion,1,0,0,0
kinematic characteristics,0,1,0,0
Dynamism,0,0,1,0
Nonspatial,0,1,0,0
FALFF,0,0,1,0
Troponin,1,0,0,0
object alternation task,0,0,0,1
driving behaviors,0,0,1,0
Clinical cases,0,1,0,0
Chloral hydrate,0,0,1,0
Alpha and theta potentials,0,0,1,0
Gross motor development,0,0,1,0
organophosphorus compounds,0,0,0,1
Cattell-Horn-Carroll (CHC) theory,0,1,0,0
Model testing and validation,0,1,0,0
Merleau-Ponty,0,1,0,0
Deafference,0,1,0,0
Abstinent,0,1,0,0
BSITD-III,0,0,0,1
Lesion overlap,0,1,0,0
Chronic burnout,0,1,0,0
Utility measurement,0,0,1,0
Subspace learning,0,1,0,0
Innate fear-related responses,0,0,1,0
task complexity,0,1,0,0
human-computer interaction,0,1,0,0
entropy,1,0,0,0
FMRI at 7T,0,0,1,0
Behavior ratings,1,0,0,0
magnetic,1,0,0,0
Fetal growth retardation/epidemiology,0,0,0,1
Cortical prosthesis,0,0,1,0
Attention and hyperactivity disorder,0,0,1,0
theta rhythm,0,0,1,0
Complete network,0,0,1,0
tagged images,0,0,1,0
Early-stage,0,0,1,0
Peers,1,0,0,0
Homo sapiens,0,1,0,0
illusion,0,0,1,0
Spatial mapping,0,1,0,0
Biopsy,0,0,1,0
Overeating,0,1,0,0
Mirror fallacy,0,1,0,0
Seed based correlation analysis,0,1,0,0
tactile-visual-auditory stimulation,0,0,0,1
Visual Mismatch Negativity,1,0,0,0
App23 transgenic mouse model,1,0,0,0
Lymphocyte,0,1,0,0
Scaphocephaly,1,0,0,0
Questionnaire development,1,0,0,0
Three-dimensional renderings,1,0,0,0
Deformation-based morphometry,0,0,1,0
Bohm,0,1,0,0
User-centred design,1,0,0,0
Cardiomyopathy,0,0,1,0
Memory loss,0,0,1,0
N220,0,0,1,0
pre-SMA,0,1,0,0
family day-care,0,1,0,0
Ideal observer,0,0,1,0
Tyrosine hydroxylase,0,0,1,0
Multimodal stimuli,0,0,0,1
Posterior midline region,0,1,0,0
Multi-sensory impairment,0,0,0,1
Human interactive behaviour,0,0,0,1
Fragile X-associated tremor/ataxia syndrome (FXTAS),0,1,0,0
Motor Go/NoGo task,0,1,0,0
longitudinal latent variable model,0,1,0,0
Kanji,0,0,0,1
Neuropsychology.,0,0,1,0
Speaking,0,0,1,0
G-1,0,0,1,0
Mental development,0,0,1,0
Glutamatergic synapsis,0,0,1,0
Pain in elderly,1,0,0,0
Infant formula,0,0,0,1
Conditioned learning,1,0,0,0
Inverse problem,0,0,1,0
fMRI connectivity,0,0,1,0
Texture segregation,0,0,0,1
Theatrical event,1,0,0,0
Subtle Cognitive Impairment Test,0,0,0,1
Cross-frequency interactions,0,0,1,0
thematic relations,1,0,0,0
Analogies,0,0,1,0
caudate,0,0,1,0
Self-talk,0,0,0,1
Symbol digit modalities test,0,1,0,0
Microarray neuropsychology,0,0,1,0
Artists,0,0,1,0
Microstimulation,0,0,1,0
Global attention,0,1,0,0
Wisconsin Card Sorting Test-64,0,0,1,0
identity,1,0,0,0
caudate nucleus,0,0,1,0
tandospirone,0,1,0,0
conception risk,0,0,1,0
Spike sorting,0,0,1,0
pp. 125-136,0,1,0,0
Dietary behavior,0,1,0,0
Vision-centrality,0,0,1,0
Cognitive rhetoric,0,1,0,0
Small worldness,0,1,0,0
Lesser apes,0,1,0,0
Cardiac surgery,0,0,0,1
Theory of biology,1,0,0,0
Meta-stable dynamics,0,0,0,1
Biliary atresia,0,0,1,0
Repetition attenuation,0,0,0,1
head growth,0,1,0,0
pain perception and modulation,0,1,0,0
Vermis,0,1,0,0
Implicit/explicit,0,1,0,0
Tau-coupling analysis,0,1,0,0
Splitting,0,1,0,0
Transfer entropy,1,0,0,0
identité,1,0,0,0
B complex vitamins,0,1,0,0
cognitive and behavioral disabilities,0,0,1,0
statistical learning,0,1,0,0
Voluntary selection,0,1,0,0
Pressure,0,0,1,0
T1DM,0,1,0,0
Shetland ponies,0,0,1,0
peripheral vision,1,0,0,0
Kinaesthetic imagery,1,0,0,0
Information gating,0,0,1,0
Concealed information test (CIT),0,0,1,0
Bidirectionality,0,0,1,0
diver safety,1,0,0,0
Attentional demands,1,0,0,0
Self-reported cognitive change,0,0,0,1
Line motion illusion,1,0,0,0
Remote collaboration,0,1,0,0
ImPACT test,0,0,0,1
Joint model,0,1,0,0
Brain mri,0,0,0,1
Fact retrieval,1,0,0,0
White matter lesion (WML),0,1,0,0
Implicit Memory,0,0,1,0
Diffusion imaging,0,0,0,1
Sensorimotor network,0,0,1,0
PE,0,0,1,0
APOE promoter and AD,0,0,1,0
Superoxide,0,1,0,0
Stimulus-response compatibility effect,0,0,1,0
Ideation,0,0,1,0
Matching bias,0,0,1,0
Canonical neuron,0,0,1,0
guessing,0,0,1,0
Computerized battery,0,0,1,0
multiagent systems,0,0,1,0
Attentional awakening,1,0,0,0
Testosterone and cognition,1,0,0,0
Event-related Potentials,0,0,1,0
bronchopulmonary dysplasia,1,0,0,0
Neurobehavioural signs and symptoms,0,0,1,0
Eye-head coordination,0,0,1,0
DLPC,0,1,0,0
Intrapersonal factor,0,0,1,0
Hallucinogen,0,1,0,0
Isoflavones,0,0,1,0
The Müller-Lyer illusion,1,0,0,0
Spatial knowledge,0,0,1,0
Legisign,0,0,1,0
Crosstalk,0,0,0,1
SLE,0,1,0,0
Individual-based model,0,0,1,0
SLI,0,0,1,0
Midline lipoma,0,0,1,0
Reaction-time tasks,0,0,1,0
Interactions among sources of knowledge,0,0,1,0
Analogue trauma,1,0,0,0
Cognitive dys function,0,1,0,0
Clinical manifestation,0,1,0,0
Typical absence seizure,0,0,1,0
Education - methods,0,0,1,0
Aggressive behaviour,1,0,0,0
Dynamic links,0,0,1,0
generalized measure of association (GMA),0,0,1,0
Markers,0,0,1,0
Clinical course,0,0,0,1
cardiac rehabilitation,0,0,1,0
Degree effect,0,1,0,0
Allostasis,0,0,1,0
Man-made objects,0,1,0,0
AIDS dementia complex,0,1,0,0
Endogenous analgesia,0,0,0,1
Rule violation,0,1,0,0
Object-based,0,0,0,1
Fronto-parietal,0,0,1,0
Functionalmagnetic resonance imaging,0,0,0,1
Tonsillitis,0,1,0,0
Lateral eye movements,0,0,1,0
Iran,0,0,1,0
Salvia,0,0,1,0
Incidence rate,0,0,1,0
intermediate phenotype,1,0,0,0
Taekwondo,0,1,0,0
Postmenopausal androgen therapy,1,0,0,0
Subclinical disease,0,1,0,0
Visual mapping,0,1,0,0
Percepti phenomenology,0,0,1,0
White matter changes,0,0,1,0
Ridge wavelet analysis,0,0,1,0
QoL,0,0,1,0
Passing,0,0,1,0
Prosthetic vision,0,0,1,0
Mitochondrial cytochrome oxidase-rich areas,0,0,0,1
Individual difference,0,1,0,0
Memory fidelity,0,1,0,0
Autism in children,0,0,1,0
Spatio-temporal functional neuroimaging,0,1,0,0
Degeneration,0,0,1,0
cast shadows,0,1,0,0
[11C]PIB,0,1,0,0
Motor features,0,0,1,0
Mental navigation,1,0,0,0
Allothetic,0,0,1,0
Expert–novice paradigm,1,0,0,0
circadian misalignment,0,0,1,0
factor structure,1,0,0,0
Size discrimination,0,0,1,0
Head movement,0,0,1,0
Semantic variant,0,0,1,0
Categorical visuocognitive ERPs,0,0,0,1
Cornell Scale for Depression in Dementia (CSDD),0,0,1,0
ADL/IADL disability,0,0,1,0
Tactile object recognition,0,0,1,0
Globus pallidus pars interna,1,0,0,0
Visuoperceptual functions,0,0,0,1
Embodied memory,0,1,0,0
Event related field,0,0,0,1
insight,0,0,1,0
Zhu-Yin,0,0,0,1
Cognitive rhythms,0,0,0,1
Clinical competence,1,0,0,0
Tickertape synesthesia,1,0,0,0
Shape recognition,1,0,0,0
Ono,0,0,0,1
Psychomotor development of offspring,0,0,1,0
disconnection syndrome,0,0,0,1
Forward solution,0,0,0,1
Levodopa (l-dopa),0,0,0,1
speeded categorization,0,0,1,0
BOLD signal,0,1,0,0
Visual object agnosia,0,0,1,0
Pupillary diameter,1,0,0,0
Transliteration,0,1,0,0
Anterior insular cortex,0,1,0,0
Puerarin,0,0,0,1
Rule difficulty,0,0,0,1
Learning with images,0,1,0,0
Social statistical information,0,1,0,0
3-hydroxy-3-methylglutaryl coenzyme A reductase inhibitor,0,0,1,0
Approximate quantification,0,0,0,1
Regression towards the mean,0,0,1,0
Merge,0,1,0,0
Gaze-tracking,0,0,1,0
Cingulotomy,0,0,1,0
Directional hypokinesia,0,0,1,0
Right temporoparietal junction,0,1,0,0
performance-based measures,0,0,1,0
Systems biology,0,1,0,0
Symbolic and non-symbolic inputs,0,1,0,0
Presupplementary motor area,0,0,1,0
sexual abuse,0,0,1,0
Visuo-motor processing,1,0,0,0
Point-to-origin,0,1,0,0
psychosis continuum,0,0,1,0
?4?2 nicotinic receptors,1,0,0,0
Lateral geniculate nucleus,1,0,0,0
Accessory information,0,1,0,0
Visual stream,0,0,1,0
Brain morphometry,0,0,1,0
Symptom response,1,0,0,0
Conscious intentions,1,0,0,0
UPSA-B,0,0,1,0
multimedia,1,0,0,0
Self-questioning,1,0,0,0
child psychiatry,0,0,1,0
Immediate Post-concussion Assessment and Cognitive Testing,0,0,1,0
Transformation,0,0,1,0
video,0,0,1,0
Patient-reported outcomes (PROs),1,0,0,0
Binocular visual field loss,1,0,0,0
Gilles de la Tourette,0,0,1,0
Optimal control,0,1,0,0
minerals,1,0,0,0
Current testosterone levels,0,0,1,0
Oscillatory dynamics,1,0,0,0
Identification latency,0,0,1,0
